"state","county","fips","countytype","countylabel","cbsa","cbsatitle","cbsatype","cbsalabel","cbsafipslabel","csa","csatitle","csalabel","csafipslabel"
"VA","Radford city","51750","central","Radford city, VA (central): 51750","13980","Blacksburg-Christiansburg-Radford, VA","metro","Blacksburg-Christiansburg-Radford, VA (metro): 13980","c('51063','51071','51121','51155','51750')","","","",""
"IL","McLean County","17113","central","McLean County, IL (central): 17113","14010","Bloomington, IL","metro","Bloomington, IL (metro): 14010","c('17113')","145","Bloomington-Pontiac, IL","Bloomington-Pontiac, IL: 145","c('17113','17105')"
"IN","Monroe County","18105","central","Monroe County, IN (central): 18105","14020","Bloomington, IN","metro","Bloomington, IN (metro): 14020","c('18105','18119')","144","Bloomington-Bedford, IN","Bloomington-Bedford, IN: 144","c('18093','18105','18119')"
"IN","Owen County","18119","outlying","Owen County, IN (outlying): 18119","14020","Bloomington, IN","metro","Bloomington, IN (metro): 14020","c('18105','18119')","144","Bloomington-Bedford, IN","Bloomington-Bedford, IN: 144","c('18093','18105','18119')"
"PA","Columbia County","42037","central","Columbia County, PA (central): 42037","14100","Bloomsburg-Berwick, PA","micro","Bloomsburg-Berwick, PA (micro): 14100","c('42037')","146","Bloomsburg-Berwick-Sunbury, PA","Bloomsburg-Berwick-Sunbury, PA: 146","c('42037','42119','42109','42093','42097')"
"VA","Tazewell County","51185","central","Tazewell County, VA (central): 51185","14140","Bluefield, WV-VA","micro","Bluefield, WV-VA (micro): 14140","c('51185','54055')","","","",""
"WV","Mercer County","54055","central","Mercer County, WV (central): 54055","14140","Bluefield, WV-VA","micro","Bluefield, WV-VA (micro): 14140","c('51185','54055')","","","",""
"AR","Mississippi County","05093","central","Mississippi County, AR (central): 05093","14180","Blytheville, AR","micro","Blytheville, AR (micro): 14180","c('05093')","","","",""
"LA","Washington Parish","22117","central","Washington Parish, LA (central): 22117","14220","Bogalusa, LA","micro","Bogalusa, LA (micro): 14220","c('22117')","406","New Orleans-Metairie-Slidell, LA-MS","New Orleans-Metairie-Slidell, LA-MS: 406","c('22117','22051','22071','22075','22087','22089','22093','22095','28109','22103')"
"ID","Ada County","16001","central","Ada County, ID (central): 16001","14260","Boise City, ID","metro","Boise City, ID (metro): 14260","c('16001','16015','16027','16045','16073')","147","Boise City-Mountain Home-Ontario, ID-OR","Boise City-Mountain Home-Ontario, ID-OR: 147","c('16001','16015','16027','16045','16073','16039','16075','41045')"
"ID","Boise County","16015","outlying","Boise County, ID (outlying): 16015","14260","Boise City, ID","metro","Boise City, ID (metro): 14260","c('16001','16015','16027','16045','16073')","147","Boise City-Mountain Home-Ontario, ID-OR","Boise City-Mountain Home-Ontario, ID-OR: 147","c('16001','16015','16027','16045','16073','16039','16075','41045')"
"ID","Canyon County","16027","outlying","Canyon County, ID (outlying): 16027","14260","Boise City, ID","metro","Boise City, ID (metro): 14260","c('16001','16015','16027','16045','16073')","147","Boise City-Mountain Home-Ontario, ID-OR","Boise City-Mountain Home-Ontario, ID-OR: 147","c('16001','16015','16027','16045','16073','16039','16075','41045')"
"ID","Gem County","16045","outlying","Gem County, ID (outlying): 16045","14260","Boise City, ID","metro","Boise City, ID (metro): 14260","c('16001','16015','16027','16045','16073')","147","Boise City-Mountain Home-Ontario, ID-OR","Boise City-Mountain Home-Ontario, ID-OR: 147","c('16001','16015','16027','16045','16073','16039','16075','41045')"
"ID","Owyhee County","16073","outlying","Owyhee County, ID (outlying): 16073","14260","Boise City, ID","metro","Boise City, ID (metro): 14260","c('16001','16015','16027','16045','16073')","147","Boise City-Mountain Home-Ontario, ID-OR","Boise City-Mountain Home-Ontario, ID-OR: 147","c('16001','16015','16027','16045','16073','16039','16075','41045')"
"TX","Fannin County","48147","central","Fannin County, TX (central): 48147","14300","Bonham, TX","micro","Bonham, TX (micro): 14300","c('48147')","206","Dallas-Fort Worth, TX-OK","Dallas-Fort Worth, TX-OK: 206","c('48213','48147','48349','48085','48113','48121','48139','48231','48251','48257','48367','48397','48439','48497','40013','48097','48221','48363','48181','48223')"
"NC","Watauga County","37189","central","Watauga County, NC (central): 37189","14380","Boone, NC","micro","Boone, NC (micro): 14380","c('37189')","","","",""
"TX","Hutchinson County","48233","central","Hutchinson County, TX (central): 48233","14420","Borger, TX","micro","Borger, TX (micro): 14420","c('48233')","108","Amarillo-Borger, TX","Amarillo-Borger, TX: 108","c('48011','48065','48359','48375','48381','48233')"
"MA","Essex County","25009","central","Essex County, MA (central): 25009","14460","Boston-Cambridge-Newton, MA-NH","metro","Boston-Cambridge-Newton, MA-NH (metro): 14460","c('25009','25017','25021','25023','25025','33015','33017')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
"MA","Middlesex County","25017","central","Middlesex County, MA (central): 25017","14460","Boston-Cambridge-Newton, MA-NH","metro","Boston-Cambridge-Newton, MA-NH (metro): 14460","c('25009','25017','25021','25023','25025','33015','33017')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
"MA","Norfolk County","25021","central","Norfolk County, MA (central): 25021","14460","Boston-Cambridge-Newton, MA-NH","metro","Boston-Cambridge-Newton, MA-NH (metro): 14460","c('25009','25017','25021','25023','25025','33015','33017')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
"MA","Plymouth County","25023","central","Plymouth County, MA (central): 25023","14460","Boston-Cambridge-Newton, MA-NH","metro","Boston-Cambridge-Newton, MA-NH (metro): 14460","c('25009','25017','25021','25023','25025','33015','33017')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
"MA","Suffolk County","25025","central","Suffolk County, MA (central): 25025","14460","Boston-Cambridge-Newton, MA-NH","metro","Boston-Cambridge-Newton, MA-NH (metro): 14460","c('25009','25017','25021','25023','25025','33015','33017')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
"NH","Rockingham County","33015","central","Rockingham County, NH (central): 33015","14460","Boston-Cambridge-Newton, MA-NH","metro","Boston-Cambridge-Newton, MA-NH (metro): 14460","c('25009','25017','25021','25023','25025','33015','33017')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
"NH","Strafford County","33017","outlying","Strafford County, NH (outlying): 33017","14460","Boston-Cambridge-Newton, MA-NH","metro","Boston-Cambridge-Newton, MA-NH (metro): 14460","c('25009','25017','25021','25023','25025','33015','33017')","148","Boston-Worcester-Providence, MA-RI-NH","Boston-Worcester-Providence, MA-RI-NH: 148","c('25001','25009','25017','25021','25023','25025','33015','33017','33013','33001','33011','25005','44001','44003','44005','44007','44009','25027')"
"CO","Boulder County","08013","central","Boulder County, CO (central): 08013","14500","Boulder, CO","metro","Boulder, CO (metro): 14500","c('08013')","216","Denver-Aurora-Greeley, CO","Denver-Aurora-Greeley, CO: 216","c('08013','08001','08005','08014','08019','08031','08035','08039','08047','08059','08093','08123')"
"KY","Allen County","21003","outlying","Allen County, KY (outlying): 21003","14540","Bowling Green, KY","metro","Bowling Green, KY (metro): 14540","c('21003','21031','21061','21227')","150","Bowling Green-Glasgow-Franklin, KY","Bowling Green-Glasgow-Franklin, KY: 150","c('21003','21031','21061','21227','21213','21009','21169')"
"KY","Butler County","21031","outlying","Butler County, KY (outlying): 21031","14540","Bowling Green, KY","metro","Bowling Green, KY (metro): 14540","c('21003','21031','21061','21227')","150","Bowling Green-Glasgow-Franklin, KY","Bowling Green-Glasgow-Franklin, KY: 150","c('21003','21031','21061','21227','21213','21009','21169')"
"KY","Edmonson County","21061","outlying","Edmonson County, KY (outlying): 21061","14540","Bowling Green, KY","metro","Bowling Green, KY (metro): 14540","c('21003','21031','21061','21227')","150","Bowling Green-Glasgow-Franklin, KY","Bowling Green-Glasgow-Franklin, KY: 150","c('21003','21031','21061','21227','21213','21009','21169')"
"KY","Warren County","21227","central","Warren County, KY (central): 21227","14540","Bowling Green, KY","metro","Bowling Green, KY (metro): 14540","c('21003','21031','21061','21227')","150","Bowling Green-Glasgow-Franklin, KY","Bowling Green-Glasgow-Franklin, KY: 150","c('21003','21031','21061','21227','21213','21009','21169')"
"MT","Gallatin County","30031","central","Gallatin County, MT (central): 30031","14580","Bozeman, MT","metro","Bozeman, MT (metro): 14580","c('30031')","","","",""
"PA","McKean County","42083","central","McKean County, PA (central): 42083","14620","Bradford, PA","micro","Bradford, PA (micro): 14620","c('42083')","","","",""
"MN","Cass County","27021","outlying","Cass County, MN (outlying): 27021","14660","Brainerd, MN","micro","Brainerd, MN (micro): 14660","c('27021','27035')","","","",""
"MN","Crow Wing County","27035","central","Crow Wing County, MN (central): 27035","14660","Brainerd, MN","micro","Brainerd, MN (micro): 14660","c('27021','27035')","","","",""
"MO","Taney County","29213","central","Taney County, MO (central): 29213","14700","Branson, MO","micro","Branson, MO (micro): 14700","c('29213')","","","",""
"VT","Windham County","50025","central","Windham County, VT (central): 50025","14710","Brattleboro, VT","micro","Brattleboro, VT (micro): 14710","c('50025')","313","Keene-Brattleboro, NH-VT","Keene-Brattleboro, NH-VT: 313","c('50025','33005')"
"CO","Lake County","08065","outlying","Lake County, CO (outlying): 08065","14720","Breckenridge, CO","micro","Breckenridge, CO (micro): 14720","c('08065','08117')","","","",""
"CO","Summit County","08117","central","Summit County, CO (central): 08117","14720","Breckenridge, CO","micro","Breckenridge, CO (micro): 14720","c('08065','08117')","","","",""
"WA","Kitsap County","53035","central","Kitsap County, WA (central): 53035","14740","Bremerton-Silverdale-Port Orchard, WA","metro","Bremerton-Silverdale-Port Orchard, WA (metro): 14740","c('53035')","500","Seattle-Tacoma, WA","Seattle-Tacoma, WA: 500","c('53035','53041','53057','53029','53067','53033','53053','53061','53045')"
"TX","Washington County","48477","central","Washington County, TX (central): 48477","14780","Brenham, TX","micro","Brenham, TX (micro): 14780","c('48477')","288","Houston-Pasadena, TX","Houston-Pasadena, TX: 288","c('48321','48477','48481','48015','48039','48071','48157','48167','48201','48291','48339','48407','48473','48471')"
"NC","Transylvania County","37175","central","Transylvania County, NC (central): 37175","14820","Brevard, NC","micro","Brevard, NC (micro): 14820","c('37175')","120","Asheville-Waynesville-Brevard, NC","Asheville-Waynesville-Brevard, NC: 120","c('37021','37089','37115','37175','37087')"
"CT","Greater Bridgeport Planning Region","09120","central","Greater Bridgeport Planning Region, CT (central): 09120","14860","Bridgeport-Stamford-Danbury, CT","metro","Bridgeport-Stamford-Danbury, CT (metro): 14860","c('09120','09190')","408","New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA: 408","c('09120','09190','42103','36111','36027','36071','36105','34003','34013','34017','34019','34023','34025','34027','34029','34031','34035','34037','34039','36005','36047','36059','36061','36079','36081','36085','36087','36103','36119','34021')"
"CT","Western Connecticut Planning Region","09190","central","Western Connecticut Planning Region, CT (central): 09190","14860","Bridgeport-Stamford-Danbury, CT","metro","Bridgeport-Stamford-Danbury, CT (metro): 14860","c('09120','09190')","408","New York-Newark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA: 408","c('09120','09190','42103','36111','36027','36071','36105','34003','34013','34017','34019','34023','34025','34027','34029','34031','34035','34037','34039','36005','36047','36059','36061','36079','36081','36085','36087','36103','36119','34021')"
"ID","Oneida County","16071","outlying","Oneida County, ID (outlying): 16071","14940","Brigham City, UT-ID","micro","Brigham City, UT-ID (micro): 14940","c('16071','49003')","482","Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID: 482","c('16071','49003','49043','49051','49011','49029','49057','49023','49049','49035','49045')"
"UT","Box Elder County","49003","central","Box Elder County, UT (central): 49003","14940","Brigham City, UT-ID","micro","Brigham City, UT-ID (micro): 14940","c('16071','49003')","482","Salt Lake City-Provo-Orem, UT-ID","Salt Lake City-Provo-Orem, UT-ID: 482","c('16071','49003','49043','49051','49011','49029','49057','49023','49049','49035','49045')"
